reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOEA0ubPA5n0s_6lg0BHqfQqj0gi-KIdZF_I1yZSAWSG99_sh26f4jfDlXPVJ_KIrJGtRX93nRwYcehR4Q,Lisa Pappas,https://play-lh.googleusercontent.com/a-/AOh14GjEqJJjp5Ks1yIvHZF4MNbnZ4McrkmSFbWSHHqCx9U,"Constant crashing. After reading all the negative reviews, I Uninstalled it from all my devices. **Canceled subscription. App was great, until it crashed. After spending more than a hour setting it up on my Samsung tablet, it will not run. Cannot even get it to start. Too bad. In the past, my experiences have been good with this app. Guess I will see how long it takes to crash on my cell phone. So much for multi-device sync. Such a disappointment. **see above, for new comment added.",1,17,5.6.0.6,2020-10-21 23:15:24,,,newest,com.anydo
gp:AOqpTOHrRuSVa3NrUSSPteLrj5Al27ooHi8ljxmMMRjkAyl63aPWKZHWQ0eiOIKNyNkTFf1SBAhCEi-u4cylcQ,Kyuhwa Lee,https://play-lh.googleusercontent.com/a-/AOh14GiaPCM9wXs_PecztbVJimfx89pgQN9tPU7qdG0TlOY,"Widgets are useless because they always show all tasks I have, regardless of category. There's no option to show only a specific category like groceries so they're all mixed up with to-do list tasks. Do developers even care about usability? Isn't it a software design 101?",1,0,,2020-10-21 16:28:11,,,newest,com.anydo
gp:AOqpTOGCsBs3-GSKz119JEyIQtyzUswQeotrpjqvGVEN-vY8vnnJ22kjT_5O5mrdt8zU0wRxmD-GsrIsoQv_iA,Tom Dashiell,https://play-lh.googleusercontent.com/-CO7vT28emWs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl9wCDB7wKMXL4A0ru5lv9Am2cK0Q/photo.jpg,Horrible app. It doesn't do as described. Absolutely no support!,1,0,,2020-10-20 07:14:49,,,newest,com.anydo
gp:AOqpTOFI1-khEBbLnJU1yPTAg_rTBWEX3ZK5yOthFwyYmAUzSwTRwDJ17iZCBt7LT65M_cIbYU8A6Gu4acFSgw,Erica M,https://play-lh.googleusercontent.com/a-/AOh14GhHrxAh7CP8fW7oq49YjnLDiF8xYKM16yQJZ5yL,"Update October 2020: new update deleted all of my tasks, forced me to create an account, and now only bare minimum is free. Finding a new app. Been using this for years and loved it. With each update you get less and less free. It just auto updated and now I can't have reoccurring reminders without paying. Unless you count defaulting to every Monday. It wouldn't even allow me to update a long time weekly reminder",1,20,5.6.0.7,2020-10-20 06:59:02,,,newest,com.anydo
gp:AOqpTOFTcK3OSNQM_GedidaPkGSIsB-wuBzWWS_i8KEnPSflZ06hELS5xhdhmEFk0MxDdll5ELbblUhT_nKZ4Q,Susan Anderson,https://play-lh.googleusercontent.com/a-/AOh14Gil_tre02LcDeQjXVaNBvCtzpScBoNbpwA3Vnpxlw,Did not realize there was a charge for this app do not want this app.,1,0,,2020-10-19 13:14:56,"You can use Any.do for free! 90% of the app is completely free, including all core functionality, we allow our users to enjoy most of the features for as long and as much as they wish without any 3rd party ads or a requirement to upgrade :)",2020-10-21 19:28:57,newest,com.anydo
gp:AOqpTOHnLeO0PPj1jtiWlfKaIADWg-J039PvPQjHwmufBGmWWXDlcvhYaqvmZXsCD8Qd3SYABcpWsfCdq6FK7w,Simon H,https://play-lh.googleusercontent.com/-jmK4uMjNoTw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckRiQ2ine4BRCFXQopwQuGLYecK3A/photo.jpg,"Spams notifications of how many tasks other users have completed this week. Who on earth would care? Uninstalled. **Update: Developer responded that this was a once off experiment. I think this was actually the third time I received this notification. Also, experimental spam is still spam",1,0,,2020-10-18 15:03:27,"We have not sent these type of messages before. However, keep in mind that experiments are an important part of providing the best possible app for our users. We rely on our users' feedback to improve the app, and we truly appreciate your feedback.",2020-10-19 13:56:45,newest,com.anydo
gp:AOqpTOE4ZgmyiDZk9YZsFBQqqEnATvc1sETIZYq9isNUDHfCKyMqJIwPLMBsPZYhiMG9d8y-nDEYIHNraLPNKA,John Pires Photography,https://play-lh.googleusercontent.com/a-/AOh14GjFlX8VV9zgzbeMjC1bwGGsCUU0SGpO2fcNmDk2,Downloaded first thing it trys to do is do a con. Not impressed.,1,0,,2020-10-18 11:57:21,We're not sure what you mean by that. We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. You are also welcome to contact us at https://www.any.do/contact_form with any questions. We'll be happy for an updated review once you get to know the app better :),2020-10-19 13:50:29,newest,com.anydo
gp:AOqpTOG9cqNtW6wDlVZOu-v0fFtyKxS5EfFWoePAqJkWjh7ef1luOP8EdOZRhlHq-kWLvFJX-hLnRlrFAEE8xA,Stacy Dehut,https://play-lh.googleusercontent.com/-W6P48pSC5MQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm0uq_jmx44kdk7IBZZAZgNGfTuXQ/photo.jpg,No longer works with Alexa. What happened??,1,0,5.6.0.6,2020-10-17 16:09:21,,,newest,com.anydo
gp:AOqpTOG7O0QHPF-ALRwVW6FMGeKf5J5Gq2SYMAy8DLfeSIiadF8CZBe4R-BbVcfsKLa825kdhHWNrizbjiPmQg,Rishi Mehta,https://play-lh.googleusercontent.com/-ehKbKpNmNkI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmwkr0NhLG4cBbS8f4oCDFtpQZSnQ/photo.jpg,it doesn't show any list,1,0,5.6.0.6,2020-10-17 09:25:40,,,newest,com.anydo
gp:AOqpTOEi68n5Nhll2XbpRcoV6IIkrAexkpOTv0A8ueWW1uDNcbAAqJvadrlQGGKB2LudWTg2ReBunnZFdfv01w,Jacob Lombardi,https://play-lh.googleusercontent.com/a-/AOh14GhmtUBe0w0dJPLFvVvVPNqQ1p0qx63SVuh32-N4Nw,Do not download,1,0,,2020-10-16 07:57:41,"Was there a specific issue you encountered? We will be happy to assist, should you contact us at https://www.any.do/contact_form",2020-10-18 14:08:26,newest,com.anydo
gp:AOqpTOGbiMG5WNCrGuTd0nmHg0Tok75AfW752g2syKzwbnQ1QlMHSgbXisZdq7Ok08PgzG5qWBE7JtIC6ml5gQ,Colleen McFarland,https://play-lh.googleusercontent.com/-_QRYS_5rJNo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn21coopTVGa3GHnfz1XNTUCgPqQw/photo.jpg,This app is not what I wanted at all.,1,0,,2020-10-15 07:45:13,"Sorry you feel this way! We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. In case you need any assistance, you are welcome to contact us at https://www.any.do/contact_form and we will be happy to answer any question.",2020-10-15 14:34:50,newest,com.anydo
gp:AOqpTOELOICKPjyvmSySLflfOlkd0ccYqZwG9dZzI6iVMlXBpuX6QI993AqrsuKchQ2jlrHh8fhSO71DZSKWpQ,Kofi Osahene,https://play-lh.googleusercontent.com/a-/AOh14GiNloiEz2CEb_ZTgNF7Mu62dX_AUwS1V885H7QyRA,Unnecessary pop up. Really annoying and counterproductive,1,0,,2020-10-15 03:08:22,"We are not exactly sure to which pop up you are referring. For assistance, please contact us at https://www.any.do/contact_form, and we will be happy to assist with any question.",2020-10-15 14:32:39,newest,com.anydo
gp:AOqpTOF9yXFNFzssxE_a4QF9W4ECF7tZljcuLJhSMYOBs7stbYNJaUQrbgRELUAE63XEVL_Wvp49EyP2EgBmTQ,Chris Warrick,https://play-lh.googleusercontent.com/a-/AOh14GjDLw8BP_7XZP1rYNgNP097i8irIQuYmDUq53LvQA,They recently started sending spammy notifications every week or so. Please stop.,1,0,5.6.0.6,2020-10-14 21:15:33,"Please note that the message that was sent out last week, was a one time experiment. We have reviewed users' feedback, and for now, we will not be sending any more messages. For any questions or assistance, please contact us at https://www.any.do/contact_form",2020-10-18 14:19:15,newest,com.anydo
gp:AOqpTOHlSaprmrINSj7IOMfYRbGyHMW1E5MFY9j7r2MGKvyc41oGwoNHPm09J8VUU0b90JVE165Vf0QXbfgYfg,Tuukka Rinkinen,https://play-lh.googleusercontent.com/a-/AOh14GhRZVSDOI9rRFjyWaw9QO8LN3GhfhhC4-Q_Cd-L5g,"Shows tasks assigned to others in widget. A major missing feature for any serious projects, is some way to know if a task you're currently adding to a long list, already exists. Some kind of an automatic search through the existing tasks - at least the tasks in the current list - while typing in a new task. Other than that, this is great. Good job! _Task search in the web app is an extra step and not intuitive._ Using a separate search feature to check every new task you're adding, is absurd.",1,0,5.6.0.6,2020-10-14 03:32:58,"Please note that the display of the Android widget relies on the display of the native app. Therefore, as long at a task appears on your tasks view, it will be reflected in the widget as well. For further questions or assistance, please contact us at https://www.any.do/contact_form, and we will be happy to help.",2020-10-14 13:58:23,newest,com.anydo
gp:AOqpTOEP-X3mbO7FINTNm2xh0kUoMS4F3px0RdW34jMnwMeDBLAVYlUeKYwmCORF0xJ4X3OuG5UI4391yLdBDg,Gvidas Man,https://play-lh.googleusercontent.com/a-/AOh14GjPddn4ZhBKaRIYiPClF_Pwehw-GO4NO01Y4agCQA,7 days for free and then you pay. Plus too complicated for some simple tasks,1,1,5.6.0.6,2020-10-13 12:34:55,"Our 7 day trial allows free users to give Premium a try before committing. Keep in mind that you can use Any.do for free, 90% of the app is completely free, including all core functionality! We have an extensive Help Center detailing how to utilize the features -support.any.do. For further assistance, please contact us at www.any.do/contact_form.",2020-10-14 13:47:29,newest,com.anydo
gp:AOqpTOGtuvsGStDAiI12XIgtKJtbDFV9NGWiovHCzl4OnVJopCty8jYl9-MLvTDqP7kU0y33ptYNU595NU0LCw,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Update: thanks for your response. I would ask the developers to check their own app. There is NO monthly subscription option in the app. Old review: No monthly subscriptions? Why should I be forced to subscribe for a year? I am definitely not subscribing for a year in one go. This is ridiculously desperate.,1,59,4.12.0.5,2020-10-12 13:55:28,"Please note that there is a monthly subscription option as well, which can be found under settings- Go Premium. For assistance with your subscription, you are welcome to contact us at https://www.any.do/contact_form, and our tea will be happy to help :)",2020-10-13 14:10:33,newest,com.anydo
gp:AOqpTOEJdPLr9jdEDnvr56uDHDhIZDp0hvNpRrm3i38up5ZpW8DXjFpcfxJfXZQrOnxtZSu9QfeoLVfiV2AYpw,Tim Williams,https://play-lh.googleusercontent.com/-yP5S34DyWuc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl4aQ27L8SEQL4EbSyLDPGNzgN7cg/photo.jpg,Expensive paywall preventing access to features in wanting to try out,1,0,,2020-10-11 12:30:03,"90% of the app is completely free and unlike similar apps, we allow our users to enjoy most of the features for as long and as much as they wish. Our prices are per the industry standards. Let us know if you have any questions or suggestions, simply contact us at- https://www.any.do/contact_form",2020-10-13 13:48:33,newest,com.anydo
gp:AOqpTOEpG12eF_NO-BMG1dh61zouI45dyOLiH5FfcnyiTsSjrRcfVRvm_9SxsOqq4afhDbwTALmcK6z8LaY1pg,Siddharth Sinha,https://play-lh.googleusercontent.com/a-/AOh14GjJ8DyXzpFN_M9gXVn-Z34hOJ0XN1lYLiAIf3psag,"I was about to pay for this app when I noticed a bug. It does not effectively sync tasks and events from the Google Calendar. Numerous issues, and you can't even mark those events as over. Sorry, not going to subscribe to this. I have no idea why this app is so famous. It's quite bad, in my opinion.",1,0,,2020-10-11 05:02:43,,,newest,com.anydo
gp:AOqpTOEwq2oQY4Y5tHrXF5B925uQ_76w9R-EEASoBZ-W9XyDBTyHgBSKHS6JAfzav0Dvucp3ua-C15O1UaeayQ,jayesh patel,https://play-lh.googleusercontent.com/a-/AOh14Gj-c1vrnXpm9q-18boM1exoO13CjQkYCmdX1U7-1g,Worst application no task information on screen,1,0,,2020-10-10 14:39:39,"If you add subtasks, reminders, and attachments,  you'd see an indicator next to the task.",2020-10-10 17:28:54,newest,com.anydo
gp:AOqpTOG_cecjUQF96eGoXeOUD6iugL93jvTU3E4aW6u3VgJnfpsw4TfwPbPOV33Nwvv_XzdzH6lP5ph7tiKcIQ,Vân Trần,https://play-lh.googleusercontent.com/a-/AOh14GhhgpO8IzCr4W3V4iaCIihmKLncW06t68nOTO2dRw,"I downloaded this app to try for my task list but i see there're not many functions, choices of sounds, color labels... to make the task fun, dissapointed with the score i saw on Google Play. The worst point is this app forced me to pay for it without any awareness. I checked my Google play account before the trial end, i didn't see any Subscription plan from Any.do, but after the trial, it charged me yearly plan for this App. Bad way to trick people to pay for this app.",1,0,,2020-10-10 00:19:22,"Please note that 90% of the app is completely free, including all core functionality. A payment can only be made upon the user's authorization. We offer a 7 days trial, if you have not cancelled the subscription in time, you will be charged accordingly, as per our TOS, and shown by Google Play. For assistance, contact us at- www.any.do/contact_form",2020-10-13 13:43:57,newest,com.anydo
gp:AOqpTOGN8rObZPmhEolYdjwgv4ecjVCAME9NV3j151BB_TlyosOOfwLNPTPhc3i0kH8eP5ciPrDnCcudg8w8Bg,Tony Wu Channel,https://play-lh.googleusercontent.com/a-/AOh14GgdvOAGvLHmdktnJRFGYuoY0Vi0yWI6Kj_B8NDp,"Shameless App Ever, Waste Money !!! I have subscribed and have been charged for the whole year. Though no features of premium appeared. Can someone clarify the reason????",1,0,,2020-10-09 13:55:57,"Note that it takes up to 2 hours for the Premium account to sync across platforms. If you are still not seeing it after 2 hours, please contact Any.do support at premium@any.do and we will make sure you get access to them right away.",2020-10-12 13:57:47,newest,com.anydo
gp:AOqpTOFAvpx5Fi-isGpzhYm8HuT4NaJzVOcMfjE_sDkDkpXFimnDWdmV5f6Ps4UXETRAFB3UEhsLbV8KXTVWKA,Neil Harrison,https://play-lh.googleusercontent.com/-C1E34DayR2c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnKWm4eV0djbL0N4qS0OdoAXFDToA/photo.jpg,I am not providing email addresses or google or Facebook accounts for a todo list,1,0,,2020-10-07 20:26:11,"The app is account-based for years now, in order to sync and save all tasks on our servers - making sure that all information is available 24/7 across all platforms. For further assistance, feel free to contact us- https://www.any.do/contact_form",2020-10-12 13:42:05,newest,com.anydo
gp:AOqpTOEgERvpUvz7K9EnevhXBa2V5Rhf10Vj9frLJJSAzaSBueZhmdNQXA1CLLZC0vHocZ_-skLmQ8JIv2pMEA,Gavin Kalavik,https://play-lh.googleusercontent.com/a-/AOh14GjO9tH90R00Y8rWmO-zhNoX0SOi6JoE4QVBcIYktQ,Uninstalled it as soon as it started sending me Ad notifications. Why does any developer think this is acceptable? Disgusting.,1,2,5.6.0.1,2020-10-06 22:29:29,,,newest,com.anydo
gp:AOqpTOGiw71s_vPVDioXw7Rqv2oHzM2fcUQjDBuZ9KlZ9IEpNFeNA5gvkruZ7UJgp7g40tn47sij4ljEGH455A,Thea Dadunashvili,https://play-lh.googleusercontent.com/a-/AOh14GgrrgA7nPB9gCGJaNbhgn1LJe5n_21K25E8rXGVzg,I have subscribed and have been charged for the whole year. Though no features of premium appeared. Can someone clarify the reason????,1,3,5.6.0.1,2020-10-06 18:13:35,"Please note that it takes up to 2 hours for the Premium account to sync across platforms. If you are still not seeing it after 2 hours, please contact Any.do support at premium@any.do and we will make sure you get access to them right away.",2020-10-11 13:52:53,newest,com.anydo
gp:AOqpTOGhMZmy-lHPKbzz-BF-JiC_1rTtAU8xmtZtwz2kzI4qKZVR8RxguMXyy-wMzeus6Vno_YGbCeq4-Zt1GQ,Fouad Kraim,https://play-lh.googleusercontent.com/-ADdBUUsr3pA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckGzFfKW44ItEuJ02TxYlr9Z0YS0A/photo.jpg,Have to pay premium if you want to put multiple reminders a day,1,1,5.6.0.1,2020-10-06 16:14:01,"Please note that the Advanced recurring reminders are one of our Premium subscription features. That said, 90% of the app is completely free, including all core functionality, and unlike similar apps, we allow our users to enjoy most of the features for as long and as much as they wish without any 3rd party ads or a requirement to upgrade :)",2020-10-11 13:49:12,newest,com.anydo
gp:AOqpTOH_AYbhV_qi0jGeuJ7Tb92hneyhzhy1Pj-rELnHu6yw2hKmORTmQ0jEn9EP2CgA2gAJp43wLf_0SSxKyw,Patric Hogle,https://play-lh.googleusercontent.com/a-/AOh14GgZcM1cmnfTMwVbVP0Qf0UhwJJOYWTvCbd5LJRmjA,"I have tried I installing this on two separate Android devices with no luck. I can not add my calendars. I put the widget on the home screen. It says I need to add my calendars and has a button to add them, but nothing happens when I tap the button.",1,0,,2020-10-05 07:15:37,"Please make sure that you are following the instructions provided on our Help Center here- https://support.any.do/calendar-setup/. If you're still experiencing any issue, please submit a bug report in your app via Settings - Support, we will be happy to look into this for you :)",2020-10-08 14:31:11,newest,com.anydo
gp:AOqpTOGRuL9-j358Bnp8i9aV_QKbvZ8DmyOaXKJv2_xTtDS3CQW6Etn3NxFg7rbPEnAeb5nmeBNFkK60oXdZag,Janier Guerrero Craig,https://play-lh.googleusercontent.com/a-/AOh14Gi8e56Dy_G2OxO34Wrjne923KxSw9Qa239n-7qk,Prayer Ubde,1,0,,2020-10-04 22:55:13,,,newest,com.anydo
gp:AOqpTOHNusAljGcpakkhtaqnBcPbanOnh-su80zKE-SQg01VqxEHUi7iEB6c-WN2ceXnqDyWKbXnne5654bytg,kamlesh dhanuka,https://play-lh.googleusercontent.com/a-/AOh14GgbMj-yKXwbS6xuqKstubLGcsP67zos75WCifpKLg,such a useless and greedy app only wants money as is chargeable after 7 days do you have shame i want to give you 0 star,1,0,5.6.0.1,2020-10-04 17:13:34,"We're sorry you feel this way! Our 7 day trial allows free users to give Premium a try before committing. We never require our users to upgrade, as 90% of the app is completely free! Unlike similar apps, we allow our users to enjoy most of the features for as long and as much as they wish. For assistance, contact us at- www.any.do/contact_form.",2020-10-08 14:21:57,newest,com.anydo
gp:AOqpTOGeRg_WF8424EZFALPqFgTsiPq2IoG0ujnvWKWQEm11eFrTG3tzSTtM8N2YiLBvH-yxr-496WNw5rWOpA,Analyn Canaveral,https://play-lh.googleusercontent.com/a-/AOh14GgNxmbOAzdF6l-Wtxn4oXm8BIDwn9AjfIX6angD,Yes i what,1,0,,2020-10-03 15:22:24,"Was there a specific issue you encountered? We will be happy to assist, should you contact us at https://www.any.do/contact_form",2020-10-05 13:49:34,newest,com.anydo
gp:AOqpTOEnjPfKOVEqfEIiIkjR84JAy8fLppi2ymm9Ef_oRNr6HdCCBbjAnBRADhoRuayQ1wXnR_BmPimZrXtxVQ,Paras Prakash,https://play-lh.googleusercontent.com/a-/AOh14Gh1tgOKUv8dPCUXUIetTzrYY7MdZAmykLXSHzbP,Waste,1,0,,2020-10-03 15:16:52,"Was there a specific issue you encountered? We will be happy to assist, should you contact us at https://www.any.do/contact_form",2020-10-05 13:49:28,newest,com.anydo
gp:AOqpTOGn0MEvKawi61Jm2oaqB4M2Wnlc7iJ9l4ivB7cEtloR6MeUslxNGI2NGFq-bfgG4-HSV2oAbCJsCepu-g,panasonik sahoo,https://play-lh.googleusercontent.com/a-/AOh14GhsGaOyyyTXMbHd4Jo4tGYhy2U1VnZANrZ-h3k1iA,"Really cumbersome, is not easy to use",1,0,5.6.0.1,2020-10-03 13:31:51,We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. You are also welcome to contact us at https://www.any.do/contact_form with any questions. We'll be happy for an updated review once you get to know the app better :),2020-10-05 13:47:29,newest,com.anydo
gp:AOqpTOFPubbwFNvEzPdsOdcP0iqJQnQIXWhrOkHZogjDHJDPZinWJHOzktKGnvPeRpdDRXM-nP8nlGovYLZWCA,Joshua Martinez,https://play-lh.googleusercontent.com/a-/AOh14Gh8M0546M-yyDRMt5x6v0VsDsLGEFxNEbnVUNBV,Was charged for the year instead of monthly,1,0,5.6.0.1,2020-10-02 21:45:21,"Please note that Any.do offers several plans, so it might be that you've chosen a different subscription type. We allow users to switch up or cancel the subscription plan, in accordance with our TOS. For further assistance, feel free to contact us at https://www.any.do/contact_form, so our team can look into this for you :)",2020-10-05 13:44:48,newest,com.anydo
gp:AOqpTOE_bX0sDD1eKPnFuOc7wNaL-FHF5OOvSn2qUJDrS-W_-AHp6ySh-0yTBDEjDZbwmanc1d68OqhbBZadhA,Axel Sanon,https://play-lh.googleusercontent.com/a-/AOh14Gguaob0hmv7W7L6XSeqxInG-hcN66W1OopvpjZHwG8,"Not free, cannot delete account",1,0,5.6.0.1,2020-10-02 09:38:01,"90% of the app is completely free, including all core functionality, and unlike similar apps, we allow our users to enjoy most of the features for as long and as much as they wish without any 3rd party ads or a requirement to upgrade! That said, to delete your account, you may follow the instructions here- support.any.do/account-and-profile.",2020-10-04 13:59:12,newest,com.anydo
gp:AOqpTOE9ru-RbquL4E0mbskJ_YUKAbQ7woMWT8B7dj_giuuJQL-9CzScZ1_1LEfQ7jcDQjTewVYhsWJxn4zZEA,Patty Padden,https://play-lh.googleusercontent.com/a-/AOh14Gip3gAktiunTDOTQ_5IQux1rz8ks6rBeNr5ILiahw,Will not enable me to unsubscribe!,1,0,5.6.0.1,2020-10-02 01:40:43,"Please note that you may cancel your subscription plan, in accordance with our TOS, per the instructions on our Help Center- https://support.any.do/cancellations-refunds/. For further assistance, feel free to contact us at https://www.any.do/contact_form",2020-10-04 13:55:06,newest,com.anydo
